date,time,weather_description,temp_in_f,dewpt_in_f,humidity_in_%,pressure,precipitation_in_inches,wind_direction,wind_speed_in_mph
2018-07-24,14:00:00,Cloudy,77°F,76°F,98%,30.00,0.02 in.,W,0
2018-07-24,15:00:00,Cloudy,76°F,76°F,99%,29.99,0.06 in.,NE,0
2018-07-24,16:00:00,Mostly Cloudy,78°F,78°F,99%,29.97,0.06 in.,W,0
2018-07-24,17:00:00,Cloudy,77°F,77°F,100%,29.98,0.06 in.,NNE,0
2018-07-24,18:00:00,Mostly Cloudy,76°F,75°F,98%,29.97,0.06 in.,NNW,0
2018-07-24,19:00:00,Mostly Cloudy,76°F,75°F,98%,29.96,0.05 in.,ESE,0
2018-07-24,20:00:00,Cloudy,74°F,74°F,99%,29.96,0.04 in.,E,0
2018-07-24,21:00:00,Cloudy,74°F,74°F,100%,29.97,0.03 in.,ENE,0
2018-07-24,22:00:00,Cloudy,74°F,74°F,100%,29.98,0.04 in.,E,0
2018-07-24,23:00:00,Mostly Cloudy,73°F,73°F,100%,29.98,0.02 in.,E,0
2018-07-25,00:00:00,Cloudy,73°F,73°F,100%,29.96,0.03 in.,WNW,0
2018-07-25,01:00:00,Cloudy,73°F,73°F,100%,29.96,0.02 in.,W,0
2018-07-25,02:00:00,Cloudy,73°F,73°F,100%,29.94,0.01 in.,W,0
2018-07-25,03:00:00,Mostly Cloudy,71°F,71°F,100%,29.94,0.02 in.,W,0
2018-07-25,04:00:00,Partly Cloudy,72°F,72°F,100%,29.94,0.02 in.,WSW,0
2018-07-25,05:00:00,Cloudy,72°F,72°F,100%,29.94,0.01 in.,SW,0
2018-07-25,06:00:00,Mostly Cloudy,72°F,72°F,100%,29.93,0.02 in.,WSW,0
2018-07-25,07:00:00,Partly Cloudy,72°F,72°F,100%,29.93,0.01 in.,W,0
2018-07-25,08:00:00,Cloudy,72°F,72°F,100%,29.93,0.01 in.,SW,0
2018-07-25,09:00:00,Cloudy,73°F,73°F,100%,29.94,0.01 in.,SSW,0
2018-07-25,10:00:00,Cloudy,74°F,74°F,100%,29.95,0.01 in.,ESE,0
2018-07-25,11:00:00,Mostly Cloudy,74°F,73°F,98%,29.95,0.01 in.,N,0
2018-07-25,12:00:00,Mostly Cloudy,76°F,75°F,97%,29.94,0.02 in.,WNW,0
2018-07-25,13:00:00,Mostly Cloudy,80°F,78°F,92%,29.91,0.01 in.,SSW,0
2018-07-25,14:00:00,Cloudy,81°F,77°F,89%,29.89,0.01 in.,ESE,0
2018-07-25,15:00:00,Mostly Cloudy,81°F,77°F,89%,29.88,0.01 in.,S,0
2018-07-25,16:00:00,Mostly Cloudy,77°F,76°F,96%,29.86,0.01 in.,SE,0
2018-07-25,19:00:00,Mostly Cloudy,72°F,72°F,100%,29.87,0.02 in.,WSW,0
2018-07-25,20:00:00,Mostly Cloudy,72°F,72°F,100%,29.88,0.02 in.,S,0
2018-07-25,21:00:00,Partly Cloudy,72°F,72°F,100%,29.89,0.81 in.,SSW,0
2018-07-25,22:00:00,Clear,71°F,71°F,100%,29.90,0.01 in.,SSW,0
2018-07-25,23:00:00,Partly Cloudy,71°F,71°F,100%,29.89,0 in.,SSW,0
2018-07-26,00:00:00,Cloudy,70°F,70°F,100%,29.89,0 in.,SSW,0
2018-07-26,01:00:00,Cloudy,70°F,70°F,100%,29.90,0 in.,SSW,0
2018-07-26,02:00:00,Mostly Cloudy,71°F,71°F,100%,29.88,0.01 in.,SSW,0
2018-07-26,03:00:00,Cloudy,70°F,70°F,100%,29.87,0 in.,SSW,0
2018-07-26,04:00:00,Cloudy,70°F,70°F,100%,29.88,0 in.,SSW,0
2018-07-26,05:00:00,Partly Cloudy,69°F,69°F,100%,29.88,0 in.,SSW,0
2018-07-26,06:00:00,Partly Cloudy,68°F,68°F,100%,29.90,0 in.,WSW,0
2018-07-26,07:00:00,Clear,68°F,68°F,100%,29.92,0 in.,N,0
2018-07-26,08:00:00,Cloudy,69°F,69°F,100%,29.93,0 in.,SSE,0
2018-07-26,09:00:00,Partly Cloudy,72°F,72°F,100%,29.94,0 in.,SE,0
2018-07-26,10:00:00,Clear,78°F,76°F,93%,29.95,0 in.,WSW,0
2018-07-26,11:00:00,Mostly Cloudy,81°F,73°F,78%,29.95,0 in.,NW,0
2018-07-26,12:00:00,Partly Cloudy,82°F,74°F,78%,29.95,0 in.,SE,0
2018-07-26,13:00:00,Partly Cloudy,84°F,76°F,78%,29.94,0 in.,SE,0
2018-07-26,14:00:00,Partly Cloudy,87°F,75°F,68%,29.94,0 in.,WNW,0
2018-07-26,15:00:00,Partly Cloudy,87°F,74°F,65%,29.94,0 in.,WNW,0
2018-07-26,16:00:00,Partly Cloudy,87°F,76°F,71%,29.93,0 in.,ESE,0
2018-07-26,17:00:00,Clear,85°F,77°F,77%,29.92,0 in.,NE,0
2018-07-26,18:00:00,Mostly Cloudy,82°F,75°F,80%,29.92,0 in.,N,0
2018-07-26,19:00:00,Cloudy,76°F,71°F,85%,29.94,0 in.,E,0
2018-07-26,20:00:00,Clear,74°F,72°F,92%,29.95,0 in.,N,0
2018-07-26,21:00:00,Clear,72°F,71°F,97%,29.95,0 in.,NNE,0
2018-07-26,22:00:00,Clear,71°F,70°F,98%,29.98,0 in.,WNW,0
2018-07-26,23:00:00,Partly Cloudy,71°F,70°F,98%,29.98,0 in.,WNW,0
2018-07-27,00:00:00,Mostly Cloudy,71°F,71°F,99%,29.98,0 in.,W,0
2018-07-27,01:00:00,Cloudy,70°F,70°F,99%,29.97,0 in.,W,0
2018-07-27,02:00:00,Mostly Cloudy,69°F,69°F,99%,29.96,0 in.,WSW,0
2018-07-27,03:00:00,Mostly Cloudy,68°F,68°F,99%,29.95,0 in.,WSW,0
2018-07-27,04:00:00,Mostly Cloudy,68°F,68°F,100%,29.95,0 in.,WSW,0
2018-07-27,05:00:00,Mostly Cloudy,68°F,68°F,100%,29.96,0 in.,WSW,0
2018-07-27,06:00:00,Clear,66°F,66°F,100%,29.96,0 in.,SE,0
2018-07-27,07:00:00,Clear,66°F,66°F,100%,29.97,0 in.,SE,0
2018-07-27,08:00:00,Clear,70°F,70°F,100%,29.97,0 in.,ESE,0
2018-07-27,09:00:00,Clear,74°F,73°F,96%,29.99,0 in.,W,0
2018-07-27,10:00:00,Clear,78°F,73°F,86%,29.99,0 in.,WNW,0
2018-07-27,11:00:00,Clear,84°F,74°F,73%,29.99,0 in.,WSW,0
2018-07-27,12:00:00,Clear,87°F,74°F,66%,29.99,0 in.,SSE,0
2018-07-27,13:00:00,Clear,87°F,76°F,69%,29.98,0 in.,ESE,0
2018-07-27,14:00:00,Clear,87°F,75°F,67%,29.96,0 in.,ESE,0
2018-07-30,11:00:00,Partly Cloudy,72°F,71°F,95%,30.10,0.48 in.,E,0
2018-07-30,12:00:00,Cloudy,70°F,69°F,98%,30.10,0.95 in.,W,0
2018-07-30,13:00:00,Cloudy,71°F,71°F,100%,30.09,0.07 in.,SSW,0
2018-07-30,14:00:00,Cloudy,71°F,71°F,100%,30.08,0.02 in.,WNW,0
2018-07-30,15:00:00,Cloudy,71°F,71°F,100%,30.07,0.01 in.,SE,0
2018-07-30,16:00:00,Cloudy,67°F,67°F,99%,30.09,0.88 in.,WSW,1
2018-07-30,17:00:00,Cloudy,69°F,68°F,98%,30.06,0.02 in.,E,0
2018-07-30,18:00:00,Cloudy,70°F,69°F,97%,30.07,0 in.,SSW,0
2018-07-30,19:00:00,Cloudy,70°F,69°F,95%,30.07,0 in.,W,0
2018-07-30,20:00:00,Cloudy,70°F,69°F,98%,30.07,0 in.,NNE,0
2018-07-30,21:00:00,Cloudy,69°F,68°F,98%,30.08,0 in.,NNW,0
2018-07-30,22:00:00,Cloudy,69°F,69°F,99%,30.09,0 in.,ESE,0
2018-07-30,23:00:00,Cloudy,68°F,68°F,99%,30.09,0.01 in.,ESE,0
2018-07-31,00:00:00,Cloudy,68°F,68°F,100%,30.08,0.01 in.,ESE,0
2018-07-31,01:00:00,Cloudy,68°F,68°F,100%,30.08,0.01 in.,ESE,0
2018-07-31,02:00:00,Cloudy,68°F,68°F,100%,30.07,0.01 in.,ESE,0
2018-07-31,03:00:00,Cloudy,68°F,68°F,100%,30.08,0.01 in.,ESE,0
2018-07-31,04:00:00,Cloudy,68°F,68°F,100%,30.07,0 in.,SE,0
2018-07-31,05:00:00,Cloudy,68°F,68°F,100%,30.08,0 in.,SE,0
2018-07-31,06:00:00,Cloudy,68°F,68°F,100%,30.09,0 in.,SE,0
2018-07-31,07:00:00,Cloudy,68°F,68°F,100%,30.09,0 in.,SSE,0
2018-07-31,08:00:00,Cloudy,69°F,69°F,100%,30.09,0.01 in.,N,0
2018-07-31,09:00:00,Cloudy,69°F,69°F,100%,30.10,0 in.,NNE,0
2018-07-31,10:00:00,Cloudy,70°F,70°F,100%,30.10,0.02 in.,WSW,0
2018-07-31,11:00:00,Cloudy,71°F,71°F,100%,30.10,0.02 in.,SSE,0
2018-07-31,12:00:00,Cloudy,71°F,71°F,100%,30.11,0.02 in.,SE,0
2018-07-31,13:00:00,Cloudy,72°F,72°F,100%,30.10,0.01 in.,SE,0
2018-07-31,14:00:00,Cloudy,73°F,73°F,100%,30.09,0.01 in.,SE,0
2018-07-31,15:00:00,Cloudy,74°F,74°F,100%,30.06,0.01 in.,SSW,0
2018-07-31,16:00:00,Cloudy,76°F,75°F,96%,30.04,0 in.,SSE,0
2018-07-31,17:00:00,Mostly Cloudy,78°F,77°F,96%,30.03,0 in.,SE,0
2018-07-31,18:00:00,Cloudy,80°F,76°F,88%,30.03,0 in.,SSW,0
2018-07-31,19:00:00,Cloudy,79°F,76°F,92%,30.04,0 in.,SW,0
2018-07-31,20:00:00,Mostly Cloudy,76°F,75°F,96%,30.04,0 in.,NNE,0
2018-07-31,21:00:00,Cloudy,75°F,75°F,99%,30.04,0.02 in.,WSW,0
2018-07-31,22:00:00,Cloudy,74°F,74°F,100%,30.05,0.2 in.,SSE,0
2018-07-31,23:00:00,Partly Cloudy,74°F,74°F,100%,30.06,0.12 in.,WNW,0
2018-08-01,00:00:00,Partly Cloudy,74°F,74°F,100%,30.04,0.14 in.,W,0
2018-08-01,01:00:00,Clear,72°F,72°F,100%,30.03,0.05 in.,WSW,0
2018-08-01,02:00:00,Partly Cloudy,71°F,71°F,100%,30.03,0.04 in.,WSW,2
2018-08-01,03:00:00,Mostly Cloudy,71°F,71°F,100%,30.00,0.25 in.,SW,0
2018-08-01,04:00:00,Mostly Cloudy,71°F,71°F,100%,30.01,0.05 in.,SW,0
2018-08-01,05:00:00,Mostly Cloudy,71°F,71°F,100%,30.01,0 in.,SW,0
2018-08-01,06:00:00,Partly Cloudy,71°F,71°F,100%,30.02,0.01 in.,WSW,0
2018-08-01,07:00:00,Cloudy,71°F,71°F,100%,30.03,0 in.,W,0
2018-08-01,08:00:00,Cloudy,71°F,71°F,100%,30.03,0 in.,WSW,0
2018-08-01,09:00:00,Clear,73°F,73°F,100%,30.03,0 in.,SW,0
2018-08-01,10:00:00,Clear,74°F,74°F,100%,30.05,0 in.,SSW,1
2018-08-01,11:00:00,Partly Cloudy,76°F,74°F,93%,30.05,0 in.,WSW,2
2018-08-01,12:00:00,Partly Cloudy,79°F,76°F,90%,30.04,0 in.,WSW,0
2018-08-01,13:00:00,Partly Cloudy,79°F,76°F,90%,30.03,0 in.,WSW,1
2018-08-01,14:00:00,Mostly Cloudy,83°F,78°F,86%,30.02,0 in.,W,0
2018-08-01,15:00:00,Clear,85°F,78°F,81%,30.01,0 in.,W,0
2018-08-01,16:00:00,Partly Cloudy,85°F,78°F,80%,30.01,0 in.,WSW,0
2018-08-01,17:00:00,Partly Cloudy,86°F,78°F,78%,30.00,0 in.,WNW,1
2018-08-01,18:00:00,Partly Cloudy,85°F,77°F,76%,30.00,0 in.,WSW,1
2018-08-01,19:00:00,Cloudy,80°F,74°F,83%,30.01,0 in.,W,0
2018-08-01,20:00:00,Cloudy,78°F,75°F,91%,30.03,0 in.,WSW,2
2018-08-01,21:00:00,Partly Cloudy,73°F,72°F,96%,30.04,0.04 in.,W,0
2018-08-01,22:00:00,Mostly Cloudy,72°F,72°F,99%,30.07,0 in.,W,0
2018-08-01,23:00:00,Cloudy,72°F,72°F,99%,30.08,0.18 in.,W,0
2018-08-02,00:00:00,Clear,72°F,72°F,100%,30.06,0.06 in.,W,0
2018-08-02,01:00:00,Partly Cloudy,72°F,72°F,100%,30.07,0.01 in.,W,0
2018-08-02,02:00:00,Partly Cloudy,73°F,73°F,100%,30.06,0.01 in.,WSW,0
2018-08-02,03:00:00,Cloudy,72°F,72°F,100%,30.06,0 in.,W,0
2018-08-02,04:00:00,Cloudy,72°F,72°F,100%,30.06,0 in.,W,0
2018-08-02,05:00:00,Cloudy,72°F,72°F,100%,30.08,0 in.,W,0
2018-08-02,06:00:00,Cloudy,71°F,71°F,100%,30.09,0 in.,W,0
2018-08-02,07:00:00,Cloudy,72°F,72°F,100%,30.10,0 in.,W,0
2018-08-02,08:00:00,Cloudy,72°F,72°F,100%,30.10,0 in.,W,0
2018-08-02,09:00:00,Cloudy,73°F,73°F,100%,30.11,0 in.,W,0
2018-08-02,10:00:00,Cloudy,75°F,75°F,100%,30.12,0 in.,W,0
2018-08-02,11:00:00,Cloudy,77°F,76°F,96%,30.11,0 in.,NNW,0
2018-08-02,12:00:00,Cloudy,77°F,75°F,95%,30.12,0.02 in.,N,0
2018-08-02,13:00:00,Cloudy,75°F,74°F,98%,30.10,0.17 in.,E,0
2018-08-02,14:00:00,Cloudy,78°F,76°F,94%,30.09,0 in.,SSE,0
2018-08-02,15:00:00,Cloudy,80°F,77°F,90%,30.09,0 in.,W,0
2018-08-02,16:00:00,Mostly Cloudy,83°F,78°F,84%,30.06,0 in.,SW,0
2018-08-02,17:00:00,Mostly Cloudy,83°F,79°F,88%,30.06,0 in.,W,0
2018-08-02,18:00:00,Mostly Cloudy,82°F,79°F,90%,30.06,0 in.,E,0
2018-08-02,19:00:00,Partly Cloudy,77°F,75°F,95%,30.07,0 in.,SW,0
2018-08-02,20:00:00,Cloudy,76°F,74°F,95%,30.11,0 in.,WSW,1
2018-08-02,21:00:00,Partly Cloudy,71°F,70°F,98%,30.10,0.46 in.,SW,0
2018-08-02,22:00:00,Partly Cloudy,71°F,71°F,100%,30.09,0.01 in.,WSW,0
2018-08-02,23:00:00,Clear,71°F,71°F,100%,30.10,0 in.,WSW,0
2018-08-03,00:00:00,Clear,71°F,71°F,100%,30.11,0 in.,WSW,0
2018-08-03,01:00:00,Clear,72°F,72°F,100%,30.12,0 in.,WSW,0
2018-08-03,02:00:00,Mostly Cloudy,72°F,72°F,100%,30.11,0 in.,W,0
2018-08-03,03:00:00,Partly Cloudy,71°F,71°F,100%,30.11,0 in.,WSW,0
2018-08-03,04:00:00,Clear,70°F,70°F,100%,30.11,0 in.,WSW,0
2018-08-03,05:00:00,Clear,70°F,70°F,100%,30.11,0 in.,W,1
2018-08-03,06:00:00,Mostly Cloudy,71°F,71°F,100%,30.12,0 in.,WSW,0
2018-08-03,07:00:00,Partly Cloudy,71°F,71°F,100%,30.14,0 in.,W,1
2018-08-03,08:00:00,Mostly Cloudy,71°F,71°F,100%,30.14,0 in.,WSW,0
2018-08-03,09:00:00,Mostly Cloudy,72°F,72°F,100%,30.14,0 in.,WSW,0
2018-08-03,10:00:00,Mostly Cloudy,73°F,73°F,100%,30.15,0 in.,W,0
2018-08-03,11:00:00,Cloudy,74°F,73°F,98%,30.15,0 in.,W,1
2018-08-03,12:00:00,Cloudy,76°F,74°F,92%,30.15,0 in.,W,3
2018-08-03,13:00:00,Cloudy,77°F,75°F,93%,30.15,0 in.,WSW,0
2018-08-03,14:00:00,Cloudy,77°F,74°F,91%,30.13,0 in.,WSW,1
2018-08-03,15:00:00,Cloudy,78°F,74°F,87%,30.11,0 in.,WSW,2
2018-08-03,16:00:00,Mostly Cloudy,79°F,76°F,90%,30.10,0 in.,SSW,0
2018-08-03,17:00:00,Cloudy,75°F,74°F,96%,30.10,0.05 in.,WSW,1
2018-08-03,18:00:00,Cloudy,73°F,72°F,97%,30.09,0.01 in.,W,2
2018-08-03,19:00:00,Cloudy,73°F,72°F,98%,30.09,0.11 in.,WSW,0
2018-08-03,20:00:00,Cloudy,73°F,73°F,100%,30.10,0.3 in.,W,0
2018-08-03,21:00:00,Cloudy,72°F,72°F,100%,30.10,0.26 in.,SE,0
2018-08-03,22:00:00,Cloudy,72°F,72°F,100%,30.10,0.15 in.,SE,0
2018-08-03,23:00:00,Cloudy,72°F,72°F,100%,30.09,0.3 in.,SE,0
2018-08-04,00:00:00,Cloudy,72°F,72°F,100%,30.09,0.51 in.,SSE,0
2018-08-04,01:00:00,Cloudy,71°F,71°F,100%,30.09,0.05 in.,SSE,0
2018-08-04,02:00:00,Cloudy,71°F,71°F,100%,30.09,0 in.,SSE,0
2018-08-04,03:00:00,Cloudy,70°F,70°F,100%,30.09,0 in.,SSE,0
2018-08-04,04:00:00,Cloudy,70°F,70°F,100%,30.09,0 in.,SSE,0
2018-08-04,05:00:00,Cloudy,70°F,70°F,100%,30.11,0.01 in.,SSW,0
2018-08-04,06:00:00,Partly Cloudy,69°F,69°F,100%,30.12,0 in.,SSW,1
2018-08-04,07:00:00,Cloudy,69°F,69°F,100%,30.14,0 in.,SSW,0
2018-08-04,08:00:00,Cloudy,70°F,70°F,100%,30.15,0 in.,SSW,0
2018-08-04,09:00:00,Partly Cloudy,73°F,73°F,100%,30.17,0 in.,SSW,0
2018-08-04,10:00:00,Clear,77°F,74°F,91%,30.17,0 in.,SSE,0
2018-08-04,11:00:00,Clear,80°F,74°F,82%,30.17,0 in.,W,0
2018-08-04,12:00:00,Partly Cloudy,82°F,74°F,77%,30.17,0 in.,NNW,0
2018-08-04,13:00:00,Mostly Cloudy,82°F,74°F,76%,30.16,0 in.,ESE,0
2018-08-04,14:00:00,Clear,86°F,76°F,72%,30.15,0 in.,S,0
2018-08-04,15:00:00,Clear,86°F,77°F,74%,30.14,0 in.,ESE,0
2018-08-04,16:00:00,Partly Cloudy,87°F,76°F,70%,30.13,0 in.,WSW,0
2018-08-04,17:00:00,Partly Cloudy,88°F,79°F,74%,30.12,0 in.,SSE,0
2018-08-04,18:00:00,Clear,85°F,77°F,78%,30.13,0 in.,E,0
2018-08-04,19:00:00,Clear,85°F,78°F,81%,30.13,0 in.,SSW,0
2018-08-04,20:00:00,Partly Cloudy,79°F,76°F,91%,30.14,0 in.,E,0
2018-08-04,21:00:00,Clear,74°F,73°F,97%,30.15,0 in.,SSW,0
2018-08-04,22:00:00,Clear,73°F,72°F,98%,30.16,0 in.,SSW,0
2018-08-04,23:00:00,Clear,73°F,73°F,99%,30.17,0 in.,SSW,0
2018-08-05,00:00:00,Clear,72°F,72°F,99%,30.17,0 in.,SSW,0
2018-08-05,01:00:00,Clear,71°F,71°F,99%,30.17,0 in.,SSW,0
2018-08-05,02:00:00,Clear,70°F,70°F,100%,30.17,0 in.,SW,0
2018-08-05,03:00:00,Clear,69°F,69°F,100%,30.17,0 in.,SW,0
2018-08-05,04:00:00,Clear,69°F,69°F,100%,30.17,0 in.,SW,0
2018-08-05,05:00:00,Clear,68°F,68°F,100%,30.16,0 in.,SW,0
2018-08-05,06:00:00,Clear,67°F,67°F,100%,30.17,0 in.,SW,0
2018-08-05,07:00:00,Clear,67°F,67°F,100%,30.18,0 in.,WSW,0
2018-08-05,08:00:00,Clear,70°F,70°F,100%,30.20,0 in.,WSW,0
2018-08-05,09:00:00,Clear,75°F,73°F,95%,30.22,0 in.,WSW,0
2018-08-05,10:00:00,Clear,81°F,76°F,85%,30.21,0 in.,WSW,0
2018-08-05,11:00:00,Clear,85°F,78°F,80%,30.21,0 in.,SW,0
2018-08-05,12:00:00,Clear,87°F,78°F,75%,30.20,0 in.,ESE,1
2018-08-05,13:00:00,Mostly Cloudy,86°F,78°F,77%,30.19,0 in.,ESE,0
2018-08-05,14:00:00,Mostly Cloudy,83°F,76°F,81%,30.18,0 in.,W,0
2018-08-05,15:00:00,Mostly Cloudy,87°F,78°F,76%,30.16,0 in.,WSW,0
2018-08-05,16:00:00,Partly Cloudy,87°F,78°F,74%,30.14,0 in.,NW,0
2018-08-05,17:00:00,Partly Cloudy,89°F,77°F,67%,30.13,0 in.,WNW,0
2018-08-05,18:00:00,Clear,88°F,79°F,74%,30.14,0 in.,WNW,0
2018-08-05,19:00:00,Partly Cloudy,80°F,77°F,91%,30.14,0 in.,SSE,0
2018-08-05,20:00:00,Clear,78°F,73°F,84%,30.14,0 in.,WSW,0
2018-08-05,21:00:00,Clear,74°F,71°F,90%,30.14,0 in.,W,0
2018-08-05,22:00:00,Clear,73°F,71°F,95%,30.16,0 in.,WSW,0
2018-08-05,23:00:00,Clear,72°F,71°F,97%,30.16,0 in.,NW,0
2018-08-06,00:00:00,Clear,71°F,70°F,98%,30.16,0 in.,WSW,0
2018-08-06,01:00:00,Clear,71°F,70°F,98%,30.16,0 in.,W,0
2018-08-06,02:00:00,Clear,70°F,70°F,99%,30.15,0 in.,WSW,0
2018-08-06,03:00:00,Partly Cloudy,69°F,69°F,99%,30.14,0 in.,WSW,0
2018-08-06,04:00:00,Clear,68°F,68°F,99%,30.14,0 in.,WSW,0
2018-08-06,05:00:00,Clear,68°F,68°F,100%,30.13,0 in.,WSW,0
2018-08-06,06:00:00,Clear,68°F,68°F,100%,30.14,0 in.,WSW,0
2018-08-06,07:00:00,Clear,68°F,68°F,100%,30.14,0 in.,WSW,0
2018-08-06,08:00:00,Clear,71°F,71°F,100%,30.14,0 in.,S,0
2018-08-06,09:00:00,Clear,76°F,74°F,92%,30.14,0 in.,SSW,0
2018-08-06,10:00:00,Clear,82°F,77°F,86%,30.14,0 in.,SSW,0
2018-08-06,11:00:00,Clear,86°F,78°F,78%,30.13,0 in.,ENE,0
2018-08-06,12:00:00,Mostly Cloudy,84°F,76°F,77%,30.13,0 in.,SW,0
2018-08-06,13:00:00,Partly Cloudy,81°F,75°F,83%,30.13,0 in.,WNW,0
2018-08-06,14:00:00,Clear,87°F,78°F,74%,30.11,0 in.,WSW,0
2018-08-06,15:00:00,Cloudy,88°F,80°F,76%,30.08,0 in.,SSE,0
2018-08-06,16:00:00,Clear,83°F,79°F,87%,30.07,0 in.,S,0
2018-08-06,17:00:00,Partly Cloudy,87°F,79°F,78%,30.06,0 in.,SW,0
2018-08-06,18:00:00,Clear,89°F,80°F,74%,30.04,0 in.,SSW,0
2018-08-06,19:00:00,Clear,89°F,81°F,78%,30.05,0 in.,SSW,0
2018-08-06,20:00:00,Clear,80°F,78°F,92%,30.04,0 in.,SW,0
2018-08-06,21:00:00,Clear,77°F,76°F,97%,30.06,0 in.,SW,0
2018-08-06,22:00:00,Clear,76°F,75°F,97%,30.07,0 in.,WSW,0
2018-08-06,23:00:00,Clear,75°F,74°F,98%,30.06,0 in.,WSW,0
2018-08-07,00:00:00,Clear,74°F,74°F,99%,30.04,0 in.,WSW,0
2018-08-07,01:00:00,Clear,73°F,73°F,99%,30.04,0 in.,WSW,0
2018-08-07,02:00:00,Partly Cloudy,72°F,72°F,99%,30.03,0 in.,WSW,0
2018-08-07,03:00:00,Mostly Cloudy,72°F,72°F,100%,30.02,0 in.,WSW,0
2018-08-07,04:00:00,Cloudy,72°F,72°F,100%,30.01,0 in.,WSW,0
2018-08-07,05:00:00,Clear,71°F,71°F,100%,30.01,0 in.,WSW,0
2018-08-07,06:00:00,Partly Cloudy,70°F,70°F,100%,30.02,0 in.,WSW,0
2018-08-07,07:00:00,Clear,70°F,70°F,100%,30.02,0 in.,WSW,0
2018-08-07,08:00:00,Clear,71°F,71°F,100%,30.03,0 in.,WSW,0
2018-08-07,09:00:00,Clear,77°F,76°F,98%,30.03,0 in.,WSW,0
2018-08-07,10:00:00,Clear,82°F,77°F,85%,30.01,0 in.,N,0
2018-08-07,11:00:00,Clear,84°F,78°F,81%,30.02,0 in.,ESE,0
2018-08-07,12:00:00,Clear,88°F,81°F,79%,30.01,0 in.,ESE,0
2018-08-07,13:00:00,Partly Cloudy,87°F,79°F,77%,30.00,0 in.,SE,0
2018-08-07,14:00:00,Mostly Cloudy,88°F,79°F,75%,29.98,0 in.,WSW,0
2018-08-07,15:00:00,Cloudy,80°F,75°F,86%,29.98,0 in.,SE,0
2018-08-07,16:00:00,Mostly Cloudy,80°F,76°F,87%,29.98,0 in.,WSW,3
2018-08-07,17:00:00,Clear,79°F,75°F,87%,29.96,0 in.,WSW,0
2018-08-07,18:00:00,Partly Cloudy,80°F,76°F,87%,29.95,0 in.,S,0
2018-08-07,19:00:00,Mostly Cloudy,79°F,76°F,91%,29.96,0 in.,SSE,0
2018-08-07,20:00:00,Clear,78°F,76°F,94%,29.96,0 in.,SSE,0
2018-08-07,21:00:00,Clear,76°F,75°F,97%,29.97,0 in.,NW,0
2018-08-07,22:00:00,Clear,74°F,73°F,98%,29.98,0 in.,NW,0
2018-08-07,23:00:00,Clear,73°F,73°F,99%,29.97,0 in.,W,0
2018-08-08,00:00:00,Clear,72°F,72°F,99%,29.96,0 in.,W,0
2018-08-08,01:00:00,Clear,71°F,71°F,100%,29.96,0 in.,W,0
2018-08-08,02:00:00,Clear,71°F,71°F,100%,29.95,0 in.,W,0
2018-08-08,03:00:00,Clear,71°F,71°F,100%,29.94,0 in.,WSW,0
2018-08-08,04:00:00,Clear,70°F,70°F,100%,29.94,0 in.,WSW,0
2018-08-08,05:00:00,Clear,69°F,69°F,100%,29.93,0 in.,WSW,0
2018-08-08,06:00:00,Clear,69°F,69°F,100%,29.95,0 in.,WSW,0
2018-08-08,07:00:00,Mostly Cloudy,69°F,69°F,100%,29.96,0 in.,SW,0
2018-08-08,08:00:00,Clear,70°F,70°F,100%,29.96,0 in.,SW,0
2018-08-08,09:00:00,Clear,74°F,74°F,100%,29.97,0 in.,SSE,0
2018-08-08,10:00:00,Clear,79°F,76°F,91%,29.97,0 in.,SSE,0
2018-08-08,11:00:00,Partly Cloudy,84°F,76°F,78%,29.97,0 in.,WSW,2
2018-08-08,12:00:00,Clear,85°F,75°F,72%,29.96,0 in.,SW,0
2018-08-08,13:00:00,Partly Cloudy,87°F,77°F,72%,29.94,0 in.,WSW,0
2018-08-08,14:00:00,Mostly Cloudy,89°F,78°F,70%,29.92,0 in.,WNW,0
2018-08-08,15:00:00,Partly Cloudy,89°F,78°F,69%,29.90,0 in.,ESE,0
2018-08-08,16:00:00,Mostly Cloudy,90°F,77°F,66%,29.87,0 in.,SSE,0
2018-08-08,17:00:00,Cloudy,83°F,76°F,79%,29.87,0 in.,W,2
2018-08-08,18:00:00,Mostly Cloudy,79°F,76°F,92%,29.86,0.02 in.,WSW,0
2018-08-08,19:00:00,Clear,77°F,76°F,97%,29.86,0 in.,N,0
2018-08-08,20:00:00,Clear,76°F,75°F,97%,29.86,0 in.,NW,0
2018-08-08,21:00:00,Clear,75°F,74°F,98%,29.89,0 in.,NW,0
2018-08-08,22:00:00,Cloudy,73°F,72°F,98%,29.89,0 in.,NW,0
2018-08-08,23:00:00,Mostly Cloudy,73°F,73°F,99%,29.88,0 in.,ENE,0
2018-08-09,00:00:00,Clear,72°F,72°F,100%,29.88,0 in.,E,0
2018-08-09,01:00:00,Clear,71°F,71°F,100%,29.88,0 in.,SE,0
2018-08-09,02:00:00,Clear,71°F,71°F,100%,29.88,0 in.,E,0
2018-08-09,03:00:00,Mostly Cloudy,71°F,71°F,100%,29.88,0 in.,E,0
2018-08-09,04:00:00,Partly Cloudy,70°F,70°F,100%,29.87,0 in.,SSE,0
2018-08-09,05:00:00,Clear,70°F,70°F,100%,29.86,0 in.,SSE,0
2018-08-09,06:00:00,Clear,70°F,70°F,100%,29.87,0 in.,SSW,0
